"Entity","Host","Timestamp","MetricId","Value","Unit"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/20 2:00:00","cpu.usage.average","0.58","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/20 0:00:00","cpu.usage.average","0.6","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 22:00:00","cpu.usage.average","0.59","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 20:00:00","cpu.usage.average","0.58","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 18:00:00","cpu.usage.average","0.5","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 16:00:00","cpu.usage.average","0.49","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 14:00:00","cpu.usage.average","0.51","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 12:00:00","cpu.usage.average","0.53","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 10:00:00","cpu.usage.average","0.53","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 8:00:00","cpu.usage.average","0.55","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 6:00:00","cpu.usage.average","0.55","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 4:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 2:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/19 0:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 22:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 20:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 18:00:00","cpu.usage.average","0.53","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 16:00:00","cpu.usage.average","0.53","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 14:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 12:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 10:00:00","cpu.usage.average","0.6","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 8:00:00","cpu.usage.average","0.61","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 6:00:00","cpu.usage.average","0.6","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 4:00:00","cpu.usage.average","0.62","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 2:00:00","cpu.usage.average","0.64","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/18 0:00:00","cpu.usage.average","0.63","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 22:00:00","cpu.usage.average","0.64","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 20:00:00","cpu.usage.average","0.67","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 18:00:00","cpu.usage.average","0.69","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 16:00:00","cpu.usage.average","0.66","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 14:00:00","cpu.usage.average","0.6","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 12:00:00","cpu.usage.average","0.68","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 10:00:00","cpu.usage.average","0.68","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 8:00:00","cpu.usage.average","0.61","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 6:00:00","cpu.usage.average","0.53","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 4:00:00","cpu.usage.average","0.54","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 2:00:00","cpu.usage.average","0.55","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/17 0:00:00","cpu.usage.average","0.56","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/16 22:00:00","cpu.usage.average","0.56","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/16 20:00:00","cpu.usage.average","0.56","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/16 18:00:00","cpu.usage.average","0.56","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/16 16:00:00","cpu.usage.average","0.55","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/16 14:00:00","cpu.usage.average","0.56","%"
"JR-YS-xindai-zhangqing1-5.50",,"2013/12/16 12:00:00","cpu.usage.average","0.54","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/15 6:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/15 4:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/15 2:00:00","cpu.usage.average","0.58","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/15 0:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 22:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 20:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 18:00:00","cpu.usage.average","0.82","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 16:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 14:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 12:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 10:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 8:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 6:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 4:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 2:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/14 0:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 22:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 20:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 18:00:00","cpu.usage.average","0.59","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 16:00:00","cpu.usage.average","0.6","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 14:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 12:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 10:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 8:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 6:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 4:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 2:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/13 0:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 22:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 20:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 18:00:00","cpu.usage.average","0.72","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 16:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 14:00:00","cpu.usage.average","0.51","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 12:00:00","cpu.usage.average","0.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 10:00:00","cpu.usage.average","1.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 8:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 6:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 4:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 2:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/12 0:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 22:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 20:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 18:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 16:00:00","cpu.usage.average","0.74","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 14:00:00","cpu.usage.average","0.62","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 12:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 10:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 8:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 6:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 4:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 2:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/11 0:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 22:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 20:00:00","cpu.usage.average","0.61","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 18:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 16:00:00","cpu.usage.average","1.09","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 14:00:00","cpu.usage.average","0.62","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 12:00:00","cpu.usage.average","1.57","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 10:00:00","cpu.usage.average","5.86","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 8:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 6:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 4:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 2:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/10 0:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 22:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 20:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 18:00:00","cpu.usage.average","1.02","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 16:00:00","cpu.usage.average","0.95","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 14:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 12:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 10:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 8:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 6:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 4:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 2:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/9 0:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 22:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 20:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 18:00:00","cpu.usage.average","1.5","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 16:00:00","cpu.usage.average","1.06","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 14:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 12:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 10:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 8:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 6:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 4:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 2:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/8 0:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 22:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 20:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 18:00:00","cpu.usage.average","1.29","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 16:00:00","cpu.usage.average","1.55","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 14:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 12:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 10:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 8:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 6:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 4:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 2:00:00","cpu.usage.average","0.98","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/7 0:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 22:00:00","cpu.usage.average","0.94","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 20:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 18:00:00","cpu.usage.average","1.16","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 16:00:00","cpu.usage.average","3.81","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 14:00:00","cpu.usage.average","8.48","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 12:00:00","cpu.usage.average","2.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 10:00:00","cpu.usage.average","1.55","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 8:00:00","cpu.usage.average","0.64","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 6:00:00","cpu.usage.average","0.64","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 4:00:00","cpu.usage.average","0.64","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 2:00:00","cpu.usage.average","0.64","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/6 0:00:00","cpu.usage.average","0.64","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 22:00:00","cpu.usage.average","0.64","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 20:00:00","cpu.usage.average","0.63","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 18:00:00","cpu.usage.average","0.71","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 16:00:00","cpu.usage.average","1.33","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 14:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 12:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 10:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 8:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 6:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 4:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 2:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/5 0:00:00","cpu.usage.average","0.69","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 22:00:00","cpu.usage.average","0.67","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 20:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 18:00:00","cpu.usage.average","0.73","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 16:00:00","cpu.usage.average","1.17","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 14:00:00","cpu.usage.average","0.66","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 12:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 10:00:00","cpu.usage.average","0.66","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 8:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 6:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 4:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 2:00:00","cpu.usage.average","0.66","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/4 0:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 22:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 20:00:00","cpu.usage.average","0.65","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 18:00:00","cpu.usage.average","0.73","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 16:00:00","cpu.usage.average","1.18","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 14:00:00","cpu.usage.average","0.81","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 12:00:00","cpu.usage.average","0.67","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 10:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 8:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 6:00:00","cpu.usage.average","0.67","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 4:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 2:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/3 0:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 22:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 20:00:00","cpu.usage.average","0.68","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 18:00:00","cpu.usage.average","0.84","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 16:00:00","cpu.usage.average","1.76","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 14:00:00","cpu.usage.average","0.88","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 12:00:00","cpu.usage.average","0.93","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 10:00:00","cpu.usage.average","2.84","%"
"172.16.1.6-ZJJ-WS-Post",,"2014/1/2 8:00:00","cpu.usage.average","7.27","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/15 6:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/15 4:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/15 2:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/15 0:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 22:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 20:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 18:00:00","cpu.usage.average","0.96","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 16:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 14:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 12:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 10:00:00","cpu.usage.average","0.82","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 8:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 6:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 4:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 2:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/14 0:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 22:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 20:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 18:00:00","cpu.usage.average","0.76","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 16:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 14:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 12:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 10:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 8:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 6:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 4:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 2:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/13 0:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 22:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 20:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 18:00:00","cpu.usage.average","0.76","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 16:00:00","cpu.usage.average","1.65","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 14:00:00","cpu.usage.average","4","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 12:00:00","cpu.usage.average","0.73","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 10:00:00","cpu.usage.average","4.82","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 8:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 6:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 4:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 2:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/12 0:00:00","cpu.usage.average","0.65","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 22:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 20:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 18:00:00","cpu.usage.average","0.73","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 16:00:00","cpu.usage.average","0.68","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 14:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 12:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 10:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 8:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 6:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 4:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 2:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/11 0:00:00","cpu.usage.average","0.78","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 22:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 20:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 18:00:00","cpu.usage.average","0.86","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 16:00:00","cpu.usage.average","1.11","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 14:00:00","cpu.usage.average","0.65","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 12:00:00","cpu.usage.average","2.31","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 10:00:00","cpu.usage.average","11.48","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 8:00:00","cpu.usage.average","0.67","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 6:00:00","cpu.usage.average","0.67","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 4:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 2:00:00","cpu.usage.average","0.66","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/10 0:00:00","cpu.usage.average","0.67","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/9 22:00:00","cpu.usage.average","0.67","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/9 20:00:00","cpu.usage.average","0.67","%"
"172.16.1.2-ZJJ-WS-Post",,"2014/1/9 18:00:00","cpu.usage.average","0.74","%"
